Customer_ID,Age_Group,Gender,Region,Annual_Income_£k,Annual_Purchases
1500,65+,Male,Scotland,<20,12
1501,18-24,Male,Midlands,80+,7
1502,65+,Male,South England,80+,9
1503,35-44,Female,London,40-60,10
1504,25-34,Male,London,40-60,12
1505,35-44,Male,London,<20,11
1506,25-34,Other,Wales,60-80,16
1507,35-44,Male,North England,<20,11
1508,35-44,Female,South England,<20,7
1509,55-64,Male,London,40-60,14
1510,45-54,Female,North England,20-40,14
1511,35-44,Female,Scotland,<20,8
1512,45-54,Female,Midlands,20-40,13
1513,55-64,Female,South England,<20,13
1514,25-34,Male,South England,20-40,16
1515,35-44,Male,Wales,<20,11
1516,25-34,Male,Scotland,20-40,17
1517,25-34,Female,South England,60-80,11
1518,45-54,Female,Wales,60-80,12
1519,25-34,Male,Wales,40-60,9
1520,45-54,Female,Wales,40-60,8
1521,55-64,Male,South England,<20,10
1522,25-34,Female,South England,<20,15
1523,45-54,Female,South England,20-40,11
1524,25-34,Male,North England,40-60,13
1525,65+,Female,Wales,60-80,14
1526,35-44,Male,North England,40-60,13
1527,55-64,Female,Midlands,20-40,17
1528,45-54,Female,South England,<20,12
1529,18-24,Male,Scotland,60-80,5
1530,45-54,Male,London,20-40,11
1531,65+,Male,Midlands,60-80,9
1532,45-54,Female,London,40-60,14
1533,55-64,Female,London,60-80,19
1534,65+,Male,South England,80+,12
1535,25-34,Female,Scotland,80+,12
1536,25-34,Female,London,40-60,17
1537,45-54,Male,Wales,40-60,8
1538,35-44,Male,London,20-40,12
1539,55-64,Female,Midlands,80+,10
1540,65+,Female,Scotland,40-60,14
1541,35-44,Male,Scotland,<20,6
1542,25-34,Male,London,20-40,15
1543,55-64,Male,Scotland,<20,17
1544,25-34,Female,Midlands,40-60,20
1545,55-64,Male,Midlands,40-60,13
1546,35-44,Male,Midlands,20-40,13
1547,45-54,Female,Wales,<20,13
1548,18-24,Female,South England,80+,12
1549,45-54,Male,London,60-80,12
1550,35-44,Male,Scotland,60-80,10
1551,45-54,Female,Midlands,20-40,13
1552,25-34,Male,London,60-80,9
1553,55-64,Male,London,40-60,17
1554,55-64,Female,South England,20-40,8
1555,25-34,Male,Wales,<20,10
1556,18-24,Female,Scotland,20-40,11
1557,18-24,Female,Wales,<20,15
1558,45-54,Male,Scotland,80+,13
1559,45-54,Male,Midlands,<20,16
1560,45-54,Female,Midlands,20-40,21
1561,25-34,Female,London,40-60,10
1562,35-44,Female,Scotland,20-40,13
1563,45-54,Female,Scotland,40-60,16
1564,35-44,Male,Wales,<20,16
1565,65+,Female,Midlands,60-80,9
1566,25-34,Male,North England,20-40,14
1567,45-54,Male,London,40-60,14
1568,35-44,Male,Scotland,60-80,15
1569,35-44,Male,South England,80+,14
1570,55-64,Female,South England,60-80,19
1571,45-54,Male,North England,40-60,14
1572,65+,Male,Midlands,20-40,11
1573,25-34,Male,Midlands,40-60,20
1574,25-34,Female,Midlands,60-80,11
1575,55-64,Female,Wales,60-80,10
1576,45-54,Male,South England,<20,14
1577,25-34,Male,Midlands,20-40,8
1578,18-24,Male,South England,60-80,11
1579,18-24,Female,North England,20-40,12
1580,65+,Female,London,20-40,10
1581,25-34,Female,Wales,20-40,9
1582,35-44,Female,Scotland,40-60,11
1583,25-34,Male,North England,80+,9
1584,35-44,Female,South England,40-60,15
1585,18-24,Female,North England,20-40,14
1586,45-54,Male,Scotland,20-40,14
1587,18-24,Male,Wales,<20,8
1588,55-64,Female,London,40-60,19
1589,25-34,Female,Scotland,40-60,13
1590,45-54,Male,Wales,20-40,10
1591,65+,Female,South England,40-60,18
1592,45-54,Female,Scotland,60-80,17
1593,45-54,Male,North England,20-40,11
1594,35-44,Male,Midlands,20-40,19
1595,35-44,Male,North England,80+,14
1596,45-54,Female,South England,20-40,10
1597,65+,Male,London,60-80,15
1598,45-54,Male,Scotland,40-60,11
1599,45-54,Female,London,60-80,16
1600,55-64,Female,South England,60-80,12
1601,35-44,Male,Scotland,40-60,3
1602,18-24,Male,Wales,60-80,6
1603,45-54,Female,Wales,80+,12
1604,65+,Female,North England,40-60,9
1605,25-34,Female,North England,20-40,10
1606,45-54,Male,South England,20-40,12
1607,25-34,Female,Wales,60-80,13
1608,45-54,Female,Scotland,40-60,13
1609,18-24,Female,Wales,20-40,10
1610,35-44,Female,North England,<20,12
1611,55-64,Male,South England,40-60,12
1612,35-44,Male,Wales,20-40,17
1613,45-54,Female,South England,40-60,14
1614,55-64,Female,Wales,60-80,9
1615,65+,Female,London,40-60,13
1616,25-34,Male,Wales,<20,12
1617,35-44,Female,North England,20-40,15
1618,25-34,Female,Scotland,20-40,12
1619,65+,Male,North England,20-40,17
1620,65+,Male,North England,40-60,14
1621,45-54,Female,North England,40-60,9
1622,55-64,Female,South England,20-40,13
1623,45-54,Female,Midlands,<20,14
1624,45-54,Female,Midlands,20-40,10
1625,18-24,Male,London,80+,15
1626,55-64,Male,North England,40-60,10
1627,25-34,Female,Midlands,60-80,11
1628,55-64,Female,London,60-80,9
1629,55-64,Female,South England,40-60,14
1630,55-64,Female,North England,60-80,23
1631,18-24,Male,Scotland,20-40,14
1632,35-44,Female,South England,40-60,5
1633,25-34,Male,London,20-40,12
1634,35-44,Male,South England,60-80,14
1635,18-24,Male,Scotland,<20,9
1636,65+,Male,South England,60-80,7
1637,45-54,Male,London,<20,15
1638,35-44,Male,Scotland,80+,16
1639,35-44,Male,Scotland,20-40,8
1640,35-44,Male,South England,40-60,10
1641,45-54,Female,Scotland,40-60,11
1642,45-54,Male,South England,20-40,10
1643,65+,Male,North England,40-60,14
1644,35-44,Female,Scotland,80+,17
1645,65+,Female,South England,<20,16
1646,55-64,Female,North England,80+,11
1647,25-34,Male,Scotland,40-60,11
1648,65+,Female,North England,60-80,8
1649,25-34,Male,Wales,20-40,11
1650,55-64,Male,Scotland,40-60,6
1651,35-44,Male,Wales,60-80,15
1652,65+,Female,London,20-40,13
1653,55-64,Male,London,40-60,8
1654,55-64,Male,South England,<20,9
1655,55-64,Male,Midlands,20-40,5
1656,35-44,Female,Wales,40-60,9
1657,18-24,Female,Wales,60-80,6
1658,35-44,Male,London,40-60,13
1659,25-34,Female,Wales,<20,12
1660,45-54,Female,Midlands,20-40,10
1661,35-44,Female,North England,20-40,10
1662,65+,Male,North England,40-60,12
1663,45-54,Female,Midlands,60-80,12
1664,55-64,Male,Wales,60-80,15
1665,25-34,Female,Wales,<20,13
1666,55-64,Male,Wales,80+,14
1667,65+,Male,South England,40-60,14
1668,35-44,Male,Scotland,60-80,12
1669,45-54,Female,Midlands,<20,17
1670,55-64,Male,Midlands,40-60,11
1671,25-34,Female,Midlands,20-40,19
1672,45-54,Male,Midlands,20-40,12
1673,35-44,Female,Midlands,<20,11
1674,25-34,Female,Wales,20-40,18
1675,35-44,Female,South England,<20,12
1676,18-24,Female,London,20-40,15
1677,18-24,Female,Wales,<20,10
1678,25-34,Male,Wales,40-60,9
1679,65+,Female,Scotland,<20,10
1680,45-54,Male,London,40-60,15
1681,65+,Female,Midlands,<20,11
1682,35-44,Female,London,80+,11
1683,35-44,Male,South England,80+,15
1684,45-54,Male,North England,20-40,12
1685,35-44,Male,Wales,40-60,18
1686,25-34,Female,London,<20,12
1687,45-54,Female,Scotland,80+,10
1688,25-34,Female,South England,40-60,11
1689,45-54,Female,North England,<20,6
1690,45-54,Female,South England,20-40,12
1691,25-34,Male,Midlands,<20,12
1692,18-24,Male,North England,20-40,12
1693,55-64,Female,Scotland,40-60,8
1694,35-44,Female,North England,40-60,13
1695,18-24,Female,Scotland,20-40,13
1696,65+,Male,Midlands,<20,9
1697,18-24,Male,Scotland,20-40,15
1698,45-54,Male,South England,<20,11
1699,65+,Male,London,60-80,4
1700,25-34,Male,South England,<20,14
1701,25-34,Female,Wales,40-60,13
1702,25-34,Male,South England,20-40,17
1703,35-44,Female,North England,20-40,16
1704,25-34,Male,Midlands,40-60,11
1705,45-54,Female,Wales,40-60,14
1706,18-24,Male,Wales,20-40,10
1707,45-54,Male,Wales,40-60,10
1708,65+,Male,London,40-60,14
1709,55-64,Female,Scotland,20-40,8
1710,45-54,Female,North England,40-60,11
1711,35-44,Male,Midlands,40-60,10
1712,45-54,Male,London,<20,7
1713,45-54,Female,South England,40-60,15
1714,35-44,Male,Midlands,<20,16
1715,25-34,Male,Wales,20-40,11
1716,65+,Female,Midlands,40-60,14
1717,35-44,Female,Midlands,60-80,14
1718,25-34,Male,South England,80+,14
1719,35-44,Male,Scotland,<20,12
1720,35-44,Female,North England,20-40,13
1721,55-64,Male,Wales,40-60,14
1722,55-64,Male,Scotland,<20,15
1723,55-64,Female,London,60-80,14
1724,18-24,Female,Wales,60-80,15
1725,35-44,Male,North England,80+,14
1726,35-44,Other,London,<20,7
1727,18-24,Female,South England,20-40,9
1728,25-34,Male,Scotland,60-80,15
1729,55-64,Other,Wales,40-60,11
1730,25-34,Male,Midlands,80+,15
1731,45-54,Male,North England,<20,14
1732,25-34,Female,Wales,40-60,11
1733,18-24,Male,Midlands,40-60,5
1734,25-34,Male,Wales,<20,10
1735,65+,Male,London,40-60,8
1736,55-64,Male,Midlands,40-60,14
1737,65+,Female,Midlands,20-40,14
1738,35-44,Female,Wales,20-40,13
1739,25-34,Other,South England,40-60,7
1740,45-54,Male,South England,40-60,10
1741,35-44,Male,Scotland,60-80,10
1742,55-64,Male,London,20-40,11
1743,18-24,Male,South England,20-40,13
1744,35-44,Male,Wales,80+,10
1745,25-34,Female,South England,80+,11
1746,35-44,Female,Scotland,<20,14
1747,55-64,Female,North England,60-80,10
1748,35-44,Male,Scotland,<20,9
1749,35-44,Female,Midlands,<20,5
1750,35-44,Male,Midlands,20-40,13
1751,35-44,Male,South England,20-40,4
1752,55-64,Female,South England,60-80,16
1753,65+,Female,Scotland,60-80,8
1754,65+,Male,Scotland,80+,12
1755,55-64,Male,Wales,60-80,15
1756,35-44,Male,London,20-40,14
1757,45-54,Female,Wales,40-60,14
1758,35-44,Male,Midlands,80+,17
1759,25-34,Other,Wales,60-80,7
1760,55-64,Male,Scotland,60-80,9
1761,18-24,Male,Wales,80+,11
1762,65+,Female,North England,<20,7
1763,35-44,Female,London,60-80,10
1764,45-54,Male,Scotland,60-80,15
1765,45-54,Female,South England,80+,12
1766,65+,Female,Wales,20-40,10
1767,45-54,Female,Scotland,40-60,15
1768,45-54,Female,South England,40-60,10
1769,18-24,Female,South England,20-40,10
1770,45-54,Female,Midlands,40-60,8
1771,25-34,Female,Midlands,20-40,15
1772,55-64,Male,Scotland,20-40,8
1773,45-54,Male,Scotland,20-40,15
1774,45-54,Male,North England,40-60,9
1775,18-24,Male,London,20-40,11
1776,18-24,Male,London,40-60,14
1777,55-64,Female,Scotland,20-40,9
1778,18-24,Male,Midlands,20-40,8
1779,18-24,Male,Wales,<20,6
1780,18-24,Female,North England,20-40,15
1781,65+,Male,London,40-60,21
1782,55-64,Male,Scotland,60-80,12
1783,35-44,Male,Midlands,20-40,12
1784,35-44,Male,Midlands,<20,11
1785,35-44,Male,Midlands,60-80,15
1786,55-64,Female,Wales,20-40,13
1787,45-54,Female,South England,80+,8
1788,25-34,Male,Wales,60-80,17
1789,25-34,Male,Midlands,20-40,9
1790,18-24,Male,Scotland,20-40,12
1791,45-54,Female,North England,40-60,10
1792,55-64,Male,Wales,<20,5
1793,25-34,Male,Scotland,<20,12
1794,18-24,Female,Midlands,20-40,17
1795,18-24,Male,North England,60-80,14
1796,65+,Male,London,40-60,11
1797,35-44,Male,London,<20,12
1798,55-64,Female,Scotland,40-60,12
1799,45-54,Female,North England,20-40,15
1800,35-44,Female,Scotland,40-60,13
1801,25-34,Female,North England,20-40,19
1802,25-34,Female,North England,40-60,13
1803,45-54,Female,Scotland,80+,10
1804,55-64,Female,North England,<20,16
1805,45-54,Male,Wales,20-40,14
1806,45-54,Female,Midlands,20-40,12
1807,18-24,Male,North England,20-40,9
1808,65+,Male,Wales,20-40,11
1809,55-64,Female,North England,60-80,11
1810,35-44,Male,Wales,80+,14
1811,65+,Female,Scotland,20-40,15
1812,45-54,Male,London,40-60,11
1813,45-54,Female,South England,40-60,14
1814,55-64,Female,North England,40-60,7
1815,55-64,Female,South England,20-40,20
1816,45-54,Male,North England,20-40,12
1817,25-34,Male,Scotland,40-60,14
1818,35-44,Female,Scotland,20-40,15
1819,65+,Male,Wales,60-80,8
1820,25-34,Female,North England,60-80,6
1821,35-44,Female,Scotland,<20,16
1822,35-44,Male,Scotland,<20,7
1823,35-44,Male,North England,80+,11
1824,45-54,Male,Wales,40-60,9
1825,65+,Female,Wales,60-80,12
1826,25-34,Male,Wales,<20,17
1827,25-34,Male,Wales,40-60,9
1828,25-34,Male,London,40-60,15
1829,65+,Female,North England,60-80,12
1830,45-54,Male,London,<20,12
1831,35-44,Male,Scotland,20-40,10
1832,55-64,Female,London,20-40,19
1833,55-64,Female,Wales,60-80,15
1834,55-64,Female,Scotland,80+,8
1835,65+,Male,London,80+,15
1836,25-34,Male,London,80+,16
1837,55-64,Female,North England,<20,14
1838,35-44,Male,London,<20,15
1839,55-64,Female,Scotland,<20,13
1840,55-64,Female,Wales,20-40,8
1841,55-64,Male,North England,60-80,6
1842,45-54,Female,London,80+,16
1843,25-34,Female,North England,20-40,5
1844,45-54,Male,South England,40-60,15
1845,65+,Female,North England,80+,9
1846,65+,Male,Wales,40-60,11
1847,18-24,Male,South England,<20,10
1848,25-34,Male,South England,40-60,13
1849,25-34,Female,North England,20-40,13
1850,55-64,Female,Scotland,40-60,19
1851,55-64,Female,Wales,20-40,14
1852,25-34,Male,Scotland,<20,12
1853,45-54,Female,Wales,80+,8
1854,55-64,Male,Wales,40-60,13
1855,55-64,Female,Scotland,40-60,12
1856,45-54,Male,Midlands,80+,13
1857,45-54,Male,South England,20-40,11
1858,45-54,Male,North England,20-40,6
1859,35-44,Female,Scotland,60-80,11
1860,45-54,Male,Scotland,20-40,7
1861,45-54,Female,North England,60-80,13
1862,65+,Male,South England,20-40,12
1863,45-54,Male,North England,<20,15
1864,55-64,Male,Wales,40-60,11
1865,25-34,Female,Midlands,20-40,11
1866,35-44,Female,Wales,60-80,14
1867,18-24,Male,Midlands,40-60,8
1868,25-34,Male,North England,80+,18
1869,55-64,Male,Wales,60-80,22
1870,65+,Female,South England,20-40,17
1871,18-24,Male,Wales,60-80,9
1872,35-44,Female,Scotland,40-60,24
1873,55-64,Female,Midlands,40-60,12
1874,25-34,Male,Midlands,60-80,15
1875,45-54,Female,South England,40-60,9
1876,55-64,Female,Midlands,40-60,12
1877,45-54,Female,Midlands,40-60,12
1878,25-34,Male,South England,20-40,13
1879,35-44,Male,Wales,20-40,7
1880,55-64,Male,North England,40-60,8
1881,45-54,Male,Wales,20-40,13
1882,18-24,Male,Scotland,<20,9
1883,55-64,Male,Scotland,<20,21
1884,18-24,Female,Midlands,40-60,17
1885,55-64,Male,Scotland,20-40,7
1886,25-34,Male,North England,60-80,19
1887,65+,Male,Midlands,20-40,16
1888,35-44,Female,Scotland,40-60,13
1889,35-44,Female,London,20-40,18
1890,25-34,Female,London,40-60,13
1891,35-44,Male,London,20-40,9
1892,65+,Female,London,80+,6
1893,65+,Male,Wales,80+,14
1894,35-44,Male,London,60-80,12
1895,35-44,Male,Midlands,80+,7
1896,55-64,Male,South England,20-40,14
1897,65+,Male,Wales,40-60,13
1898,45-54,Female,South England,60-80,13
1899,35-44,Female,Midlands,40-60,8
1900,35-44,Male,Midlands,80+,7
1901,45-54,Female,North England,60-80,13
1902,18-24,Male,Wales,80+,11
1903,45-54,Male,South England,20-40,15
1904,35-44,Female,London,60-80,11
1905,55-64,Female,Midlands,40-60,12
1906,18-24,Male,London,40-60,5
1907,45-54,Male,South England,20-40,17
1908,35-44,Female,Wales,60-80,15
1909,45-54,Female,Scotland,80+,10
1910,18-24,Female,Scotland,20-40,10
1911,45-54,Male,Midlands,40-60,10
1912,45-54,Male,North England,20-40,11
1913,45-54,Male,London,80+,14
1914,45-54,Male,Midlands,40-60,16
1915,45-54,Female,North England,20-40,9
1916,55-64,Male,London,20-40,8
1917,25-34,Male,South England,40-60,8
1918,55-64,Female,Scotland,<20,13
1919,35-44,Female,North England,40-60,16
1920,18-24,Male,London,80+,18
1921,18-24,Female,Midlands,60-80,12
1922,35-44,Female,London,<20,15
1923,55-64,Female,Midlands,80+,14
1924,55-64,Male,Scotland,40-60,15
1925,55-64,Female,Scotland,20-40,11
1926,45-54,Female,London,<20,12
1927,35-44,Male,London,20-40,11
1928,25-34,Male,Midlands,60-80,12
1929,35-44,Female,Midlands,<20,12
1930,35-44,Male,North England,20-40,10
1931,18-24,Female,North England,60-80,8
1932,25-34,Male,North England,40-60,13
1933,45-54,Male,London,60-80,12
1934,55-64,Male,Wales,60-80,11
1935,65+,Female,Wales,<20,11
1936,65+,Male,Wales,80+,7
1937,45-54,Female,Wales,20-40,17
1938,35-44,Female,North England,40-60,15
1939,45-54,Female,London,40-60,11
1940,55-64,Female,Wales,20-40,7
1941,25-34,Female,Scotland,80+,16
1942,35-44,Male,South England,40-60,12
1943,55-64,Female,Scotland,<20,16
1944,35-44,Female,London,80+,14
1945,45-54,Male,London,40-60,9
1946,45-54,Male,South England,40-60,15
1947,25-34,Female,Midlands,40-60,4
1948,35-44,Male,Midlands,60-80,8
1949,35-44,Female,Midlands,<20,14
1950,18-24,Male,North England,20-40,17
1951,18-24,Male,Midlands,40-60,11
1952,55-64,Female,North England,<20,17
1953,25-34,Male,North England,60-80,11
1954,45-54,Male,Midlands,20-40,10
1955,35-44,Female,Midlands,20-40,11
1956,65+,Male,South England,<20,10
1957,25-34,Female,Wales,60-80,11
1958,35-44,Female,South England,60-80,15
1959,65+,Female,North England,20-40,18
1960,55-64,Male,South England,40-60,14
1961,25-34,Male,North England,20-40,16
1962,55-64,Female,London,40-60,14
1963,35-44,Female,North England,<20,5
1964,35-44,Female,North England,40-60,13
1965,25-34,Female,South England,40-60,4
1966,18-24,Male,Wales,80+,12
1967,55-64,Male,London,20-40,8
1968,35-44,Male,Scotland,60-80,13
1969,35-44,Male,Scotland,40-60,12
1970,55-64,Male,Wales,80+,18
1971,55-64,Female,Scotland,20-40,6
1972,25-34,Male,London,20-40,13
1973,45-54,Male,Midlands,80+,10
1974,25-34,Male,London,<20,7
1975,55-64,Female,South England,<20,17
1976,45-54,Female,North England,<20,16
1977,65+,Female,North England,60-80,11
1978,18-24,Female,South England,<20,9
1979,18-24,Male,South England,60-80,12
1980,35-44,Female,North England,40-60,11
1981,25-34,Male,Wales,<20,11
1982,25-34,Male,Midlands,20-40,10
1983,65+,Female,Midlands,20-40,22
1984,25-34,Female,Midlands,40-60,14
1985,25-34,Male,South England,40-60,9
1986,55-64,Male,North England,40-60,9
1987,35-44,Female,Wales,<20,13
1988,55-64,Male,North England,40-60,15
1989,18-24,Male,North England,60-80,13
1990,35-44,Male,Wales,60-80,17
1991,18-24,Male,London,60-80,12
1992,18-24,Female,Wales,20-40,10
1993,65+,Male,London,80+,12
1994,25-34,Male,Scotland,20-40,9
1995,45-54,Female,London,<20,12
1996,35-44,Female,Midlands,60-80,8
1997,35-44,Male,Midlands,80+,20
1998,65+,Male,Wales,40-60,14
1999,18-24,Male,Midlands,20-40,13
2000,45-54,Female,Midlands,20-40,12
2001,65+,Female,Scotland,40-60,9
2002,45-54,Female,Midlands,80+,12
2003,65+,Female,South England,<20,10
2004,18-24,Female,South England,60-80,10
2005,35-44,Female,South England,20-40,11
2006,25-34,Female,London,60-80,12
2007,55-64,Male,Wales,80+,12
2008,65+,Other,Wales,20-40,20
2009,25-34,Male,North England,20-40,9
2010,45-54,Male,Scotland,60-80,8
2011,25-34,Female,South England,40-60,15
2012,45-54,Male,South England,40-60,12
2013,35-44,Female,Midlands,40-60,17
2014,65+,Female,South England,20-40,11
2015,45-54,Male,Midlands,60-80,12
2016,35-44,Female,Midlands,20-40,9
2017,25-34,Male,North England,80+,15
2018,25-34,Male,London,20-40,11
2019,25-34,Female,Midlands,60-80,13
2020,25-34,Female,Midlands,20-40,12
2021,55-64,Female,Wales,20-40,12
2022,45-54,Male,North England,20-40,12
2023,45-54,Female,Midlands,60-80,10
2024,25-34,Male,Scotland,40-60,17
2025,55-64,Female,London,80+,13
2026,55-64,Male,Scotland,20-40,9
2027,18-24,Female,South England,40-60,11
2028,55-64,Male,London,60-80,14
2029,45-54,Male,South England,20-40,15
2030,18-24,Female,Wales,20-40,17
2031,35-44,Female,Midlands,40-60,16
2032,35-44,Female,North England,20-40,19
2033,25-34,Female,Scotland,20-40,6
2034,65+,Female,South England,40-60,12
2035,55-64,Female,Midlands,20-40,15
2036,45-54,Male,Scotland,60-80,10
2037,35-44,Female,Scotland,80+,13
2038,35-44,Male,Wales,40-60,10
2039,45-54,Female,Wales,40-60,11
2040,45-54,Female,South England,<20,10
2041,18-24,Female,Midlands,60-80,17
2042,45-54,Female,North England,20-40,11
2043,55-64,Female,South England,40-60,11
2044,35-44,Female,Scotland,80+,12
2045,18-24,Male,Scotland,40-60,10
2046,55-64,Female,London,60-80,8
2047,25-34,Male,Midlands,20-40,18
2048,25-34,Female,London,<20,16
2049,25-34,Male,Wales,60-80,17
2050,35-44,Male,North England,<20,5
2051,55-64,Male,South England,60-80,10
2052,45-54,Male,Scotland,<20,10
2053,25-34,Female,Midlands,60-80,9
2054,65+,Male,Scotland,20-40,9
2055,65+,Female,Wales,40-60,16
2056,65+,Male,London,40-60,17
2057,25-34,Female,London,40-60,8
2058,35-44,Female,South England,20-40,13
2059,65+,Female,Midlands,40-60,14
2060,55-64,Female,Wales,20-40,14
2061,18-24,Male,Midlands,20-40,11
2062,18-24,Female,South England,20-40,14
2063,35-44,Male,Wales,40-60,14
2064,65+,Female,Wales,20-40,8
2065,45-54,Female,London,80+,8
2066,35-44,Male,London,40-60,11
2067,25-34,Female,London,20-40,10
2068,45-54,Female,Scotland,40-60,15
2069,55-64,Male,North England,60-80,10
2070,35-44,Male,London,<20,10
2071,55-64,Male,North England,40-60,10
2072,65+,Female,North England,40-60,13
2073,25-34,Female,Midlands,20-40,10
2074,45-54,Male,South England,60-80,11
2075,35-44,Male,Scotland,20-40,12
2076,55-64,Female,North England,20-40,10
2077,45-54,Female,Scotland,60-80,11
2078,45-54,Male,Midlands,40-60,15
2079,55-64,Male,London,80+,11
2080,35-44,Female,Wales,40-60,12
2081,65+,Male,North England,60-80,10
2082,45-54,Male,South England,60-80,10
2083,25-34,Female,Wales,<20,16
2084,45-54,Female,Midlands,60-80,17
2085,55-64,Male,Scotland,40-60,10
2086,35-44,Male,London,<20,10
2087,55-64,Male,Scotland,40-60,16
2088,65+,Male,South England,<20,13
2089,25-34,Female,North England,60-80,8
2090,65+,Male,South England,40-60,13
2091,25-34,Female,Scotland,80+,15
2092,25-34,Female,Scotland,20-40,7
2093,25-34,Male,Wales,40-60,6
2094,65+,Male,South England,20-40,11
2095,45-54,Female,South England,40-60,15
2096,25-34,Female,South England,60-80,14
2097,35-44,Female,London,60-80,10
2098,45-54,Male,Scotland,60-80,14
2099,18-24,Female,Midlands,60-80,13
2100,65+,Female,London,<20,11
2101,55-64,Female,London,20-40,10
2102,45-54,Male,London,40-60,13
2103,65+,Female,Wales,40-60,16
2104,35-44,Female,Midlands,20-40,14
2105,65+,Male,South England,40-60,9
2106,45-54,Female,Wales,20-40,13
2107,45-54,Male,Scotland,20-40,7
2108,25-34,Male,North England,60-80,10
2109,65+,Male,Wales,20-40,12
2110,35-44,Female,North England,<20,13
2111,25-34,Male,Scotland,<20,7
2112,18-24,Male,Midlands,60-80,9
2113,45-54,Female,North England,80+,12
2114,45-54,Male,London,40-60,9
2115,55-64,Female,Wales,20-40,15
2116,65+,Female,North England,80+,11
2117,18-24,Female,Scotland,40-60,12
2118,55-64,Female,London,60-80,9
2119,25-34,Female,North England,60-80,7
2120,55-64,Male,Scotland,20-40,6
2121,55-64,Female,Midlands,40-60,13
2122,45-54,Male,Scotland,20-40,10
2123,55-64,Female,Midlands,20-40,10
2124,35-44,Male,London,60-80,12
2125,35-44,Female,Scotland,80+,12
2126,55-64,Female,South England,60-80,12
2127,35-44,Female,Wales,40-60,13
2128,35-44,Male,South England,<20,14
2129,35-44,Male,South England,<20,13
2130,55-64,Female,South England,20-40,11
2131,35-44,Female,Wales,40-60,17
2132,25-34,Male,South England,40-60,9
2133,55-64,Female,Midlands,<20,14
2134,55-64,Female,Scotland,80+,10
2135,25-34,Male,London,20-40,13
2136,25-34,Female,South England,60-80,6
2137,25-34,Female,South England,40-60,15
2138,35-44,Male,London,<20,8
2139,35-44,Male,London,60-80,9
2140,55-64,Female,South England,60-80,10
2141,45-54,Female,Midlands,40-60,9
2142,45-54,Male,London,40-60,11
2143,35-44,Female,Scotland,<20,9
2144,55-64,Female,Scotland,40-60,14
2145,35-44,Female,Midlands,80+,13
2146,65+,Male,Wales,<20,10
2147,45-54,Female,North England,20-40,11
2148,25-34,Male,Midlands,80+,17
2149,45-54,Male,South England,20-40,9
2150,35-44,Male,North England,40-60,11
2151,45-54,Female,South England,40-60,17
2152,18-24,Female,Scotland,40-60,11
2153,25-34,Male,London,20-40,20
2154,55-64,Female,South England,20-40,20
2155,25-34,Male,Scotland,<20,8
2156,55-64,Male,Midlands,60-80,6
2157,25-34,Other,South England,60-80,11
2158,45-54,Female,Scotland,40-60,11
2159,45-54,Male,London,40-60,8
2160,45-54,Female,South England,20-40,11
2161,35-44,Male,Wales,<20,8
2162,25-34,Male,Scotland,60-80,12
2163,18-24,Female,South England,40-60,12
2164,35-44,Female,London,20-40,14
2165,45-54,Male,South England,<20,14
2166,65+,Female,South England,<20,7
2167,65+,Female,Wales,20-40,19
2168,55-64,Male,Scotland,60-80,22
2169,55-64,Female,North England,80+,12
2170,45-54,Female,South England,80+,13
2171,25-34,Female,North England,80+,8
2172,65+,Female,Midlands,80+,15
2173,45-54,Female,South England,40-60,16
2174,45-54,Male,North England,20-40,25
2175,25-34,Female,Midlands,60-80,7
2176,35-44,Female,Wales,20-40,10
2177,35-44,Male,Scotland,20-40,8
2178,55-64,Female,South England,20-40,9
2179,45-54,Female,Scotland,40-60,9
2180,35-44,Female,Midlands,20-40,13
2181,65+,Male,Scotland,20-40,11
2182,25-34,Male,Scotland,40-60,16
2183,35-44,Female,London,60-80,15
2184,18-24,Male,Midlands,40-60,10
2185,55-64,Female,Scotland,60-80,9
2186,65+,Male,North England,20-40,10
2187,35-44,Male,Midlands,20-40,13
2188,55-64,Male,London,40-60,8
2189,35-44,Male,South England,40-60,11
2190,65+,Female,Wales,40-60,7
2191,55-64,Male,Scotland,60-80,13
2192,55-64,Male,North England,60-80,15
2193,18-24,Male,London,80+,11
2194,65+,Female,Midlands,20-40,8
2195,55-64,Male,Wales,20-40,14
2196,35-44,Female,Wales,40-60,7
2197,55-64,Female,Scotland,<20,13
2198,35-44,Female,London,20-40,8
2199,65+,Female,London,20-40,15
2200,25-34,Female,North England,20-40,13
2201,55-64,Female,South England,<20,19
2202,45-54,Male,South England,<20,15
2203,18-24,Male,South England,40-60,12
2204,25-34,Male,Wales,40-60,12
2205,18-24,Female,Wales,60-80,11
2206,35-44,Female,Midlands,40-60,13
2207,35-44,Female,Wales,<20,16
2208,45-54,Male,Wales,20-40,10
2209,35-44,Female,London,<20,11
2210,35-44,Male,Midlands,60-80,16
2211,55-64,Male,London,60-80,13
2212,18-24,Male,North England,20-40,11
2213,65+,Male,North England,20-40,21
2214,55-64,Female,Midlands,80+,14
2215,45-54,Male,Midlands,40-60,15
2216,45-54,Male,Wales,60-80,12
2217,65+,Female,North England,20-40,7
2218,25-34,Female,Scotland,20-40,6
2219,18-24,Female,South England,60-80,12
2220,25-34,Male,Wales,40-60,14
2221,55-64,Female,South England,40-60,17
