date,district,gender,age_group,income_level,urban_rural,sales_amt_inr,cost_amt_inr,profit_amt_inr,margin_pct,month
2022-04-11,Surat,Female,0-17,Low,Urban,71.7,54.44,17.26,24.07,2022-04
2021-03-24,Other,Female,51-65,Low,Rural,68.87,65.7,3.17,4.6,2021-03
2022-07-21,Gandhinagar,Male,18-25,Middle,Rural,102.52,92.47,10.06,9.81,2022-07
2022-10-05,Rajkot,Male,0-17,Lower-middle,Urban,103.98,84.23,19.75,19.0,2022-10
2021-11-21,Bhavnagar,Male,51-65,Low,Rural,80.98,78.75,2.23,2.75,2021-11
2024-12-13,Surat,Male,18-25,Upper-middle,Urban,127.33,110.78,16.55,13.0,2024-12
2021-02-20,Other,Male,51-65,Upper-middle,Urban,90.58,76.59,13.99,15.45,2021-02
2023-11-17,Other,Male,36-50,Low,Rural,52.97,47.79,5.18,9.78,2023-11
2022-11-08,Other,Other,0-17,Low,Urban,69.08,61.59,7.49,10.84,2022-11
2023-09-08,Gandhinagar,Male,26-35,Upper-middle,Urban,171.31,158.02,13.29,7.76,2023-09
2023-03-04,Ahmedabad,Male,36-50,Middle,Urban,65.42,61.56,3.86,5.9,2023-03
2023-12-22,Other,Male,36-50,Upper-middle,Rural,92.97,88.83,4.14,4.45,2023-12
2022-10-19,Other,Female,26-35,Low,Urban,64.29,52.96,11.33,17.63,2022-10
2024-04-09,Ahmedabad,Male,26-35,Low,Urban,124.5,113.56,10.94,8.78,2024-04
2024-08-02,Other,Female,51-65,Upper-middle,Rural,95.95,88.63,7.32,7.63,2024-08
2021-04-27,Surat,Female,26-35,Middle,Rural,76.66,64.62,12.03,15.7,2021-04
2023-10-25,Ahmedabad,Female,36-50,Lower-middle,Urban,108.59,103.12,5.47,5.04,2023-10
2023-12-26,Other,Male,51-65,Middle,Urban,93.61,77.1,16.51,17.64,2023-12
2023-12-20,Ahmedabad,Male,0-17,Middle,Urban,91.61,85.57,6.03,6.59,2023-12
2023-06-24,Other,Male,26-35,Middle,Urban,93.26,87.31,5.94,6.37,2023-06
2022-05-17,Surat,Male,26-35,Low,Urban,78.32,66.24,12.08,15.43,2022-05
2023-03-10,Ahmedabad,Male,26-35,Lower-middle,Rural,98.5,91.17,7.33,7.44,2023-03
2023-05-07,Vadodara,Female,0-17,Upper-middle,Urban,118.01,109.55,8.46,7.17,2023-05
2024-06-06,Other,Female,0-17,Middle,Rural,112.23,95.61,16.61,14.8,2024-06
2024-01-29,Other,Female,36-50,Low,Rural,78.55,66.29,12.25,15.6,2024-01
2024-02-17,Other,Female,36-50,High,Urban,142.08,140.26,1.82,1.28,2024-02
2021-03-10,Surat,Female,36-50,High,Rural,159.6,128.77,30.84,19.32,2021-03
2022-10-26,Ahmedabad,Male,18-25,Lower-middle,Urban,111.62,91.09,20.54,18.4,2022-10
2023-03-03,Ahmedabad,Female,18-25,Upper-middle,Rural,127.32,106.21,21.11,16.58,2023-03
2021-08-09,Vadodara,Male,26-35,Lower-middle,Rural,79.88,67.66,12.22,15.3,2021-08
2023-10-07,Surat,Female,0-17,Lower-middle,Urban,65.12,55.61,9.51,14.6,2023-10
2021-08-11,Rajkot,Female,18-25,High,Urban,147.54,139.34,8.2,5.56,2021-08
2022-11-08,Rajkot,Female,51-65,Middle,Urban,84.68,78.92,5.75,6.79,2022-11
2021-07-30,Rajkot,Male,0-17,Lower-middle,Urban,122.99,120.5,2.49,2.03,2021-07
2023-07-20,Ahmedabad,Male,0-17,Lower-middle,Urban,65.07,65.07,0.0,0.0,2023-07
2023-06-05,Ahmedabad,Female,36-50,Low,Urban,55.57,53.95,1.61,2.9,2023-06
2023-06-01,Other,Female,51-65,Upper-middle,Rural,113.95,106.2,7.76,6.81,2023-06
2021-09-19,Bhavnagar,Female,66+,Low,Rural,69.85,55.31,14.54,20.82,2021-09
2022-06-02,Ahmedabad,Male,51-65,Low,Urban,78.6,74.38,4.23,5.38,2022-06
2024-06-25,Surat,Female,36-50,Middle,Rural,77.82,69.28,8.54,10.98,2024-06
2023-03-09,Other,Female,51-65,Middle,Urban,121.11,105.54,15.57,12.86,2023-03
2024-07-04,Surat,Male,26-35,Middle,Urban,49.37,47.97,1.4,2.83,2024-07
2023-12-23,Ahmedabad,Female,18-25,Low,Urban,71.66,61.93,9.72,13.57,2023-12
2024-11-16,Other,Male,36-50,Low,Urban,57.83,48.73,9.1,15.73,2024-11
2022-06-24,Gandhinagar,Female,26-35,Low,Rural,95.86,94.49,1.37,1.43,2022-06
2022-02-21,Other,Female,26-35,Middle,Urban,154.68,150.07,4.62,2.98,2022-02
2021-02-22,Ahmedabad,Female,26-35,Lower-middle,Urban,110.81,100.38,10.43,9.42,2021-02
2021-02-07,Bhavnagar,Male,36-50,Middle,Urban,123.9,104.18,19.72,15.91,2021-02
2021-11-04,Ahmedabad,Female,51-65,Lower-middle,Urban,67.4,56.71,10.69,15.86,2021-11
2023-04-26,Rajkot,Female,66+,Lower-middle,Rural,126.4,124.9,1.5,1.19,2023-04
2023-06-17,Ahmedabad,Female,36-50,Low,Urban,81.67,77.23,4.44,5.44,2023-06
2021-02-22,Gandhinagar,Male,0-17,Upper-middle,Rural,135.54,115.84,19.71,14.54,2021-02
2022-08-29,Other,Male,26-35,Low,Urban,71.89,57.17,14.72,20.48,2022-08
2022-03-28,Ahmedabad,Male,0-17,Middle,Urban,71.11,63.83,7.28,10.24,2022-03
2022-04-06,Surat,Male,26-35,Lower-middle,Rural,76.85,63.78,13.08,17.01,2022-04
2023-02-14,Other,Male,26-35,Middle,Urban,116.13,107.87,8.27,7.12,2023-02
2024-03-06,Other,Female,36-50,Lower-middle,Rural,124.42,123.31,1.11,0.89,2024-03
2024-10-27,Vadodara,Male,36-50,Lower-middle,Urban,93.7,80.86,12.84,13.7,2024-10
2024-07-03,Surat,Female,0-17,High,Urban,133.18,115.86,17.32,13.0,2024-07
2022-01-30,Vadodara,Female,0-17,Lower-middle,Urban,114.94,105.12,9.82,8.55,2022-01
2023-11-27,Other,Female,0-17,Middle,Urban,86.95,71.86,15.09,17.35,2023-11
2024-03-16,Vadodara,Female,36-50,High,Rural,182.05,164.12,17.93,9.85,2024-03
2023-10-29,Other,Female,18-25,Middle,Urban,93.63,81.27,12.36,13.2,2023-10
2024-06-28,Rajkot,Female,26-35,Lower-middle,Urban,116.41,102.54,13.87,11.92,2024-06
2022-10-09,Surat,Male,26-35,Lower-middle,Rural,70.38,61.81,8.57,12.18,2022-10
2021-09-20,Ahmedabad,Male,36-50,Lower-middle,Rural,92.12,80.29,11.83,12.84,2021-09
2022-09-24,Surat,Male,0-17,Lower-middle,Rural,78.23,73.27,4.96,6.35,2022-09
2024-07-06,Surat,Female,26-35,Lower-middle,Rural,77.89,66.38,11.51,14.78,2024-07
2024-09-08,Surat,Female,0-17,Middle,Rural,53.87,47.97,5.9,10.96,2024-09
2022-06-14,Other,Male,0-17,Middle,Urban,100.09,88.71,11.38,11.37,2022-06
2021-10-28,Bhavnagar,Female,0-17,Middle,Urban,109.47,109.47,0.0,0.0,2021-10
2022-04-30,Other,Female,26-35,Low,Urban,109.99,99.25,10.73,9.76,2022-04
2021-04-02,Ahmedabad,Male,36-50,Middle,Urban,149.24,131.23,18.01,12.07,2021-04
2024-04-02,Bhavnagar,Male,26-35,Lower-middle,Rural,60.67,50.17,10.5,17.3,2024-04
2024-09-20,Ahmedabad,Other,18-25,Middle,Urban,89.28,81.02,8.26,9.25,2024-09
2021-11-11,Other,Male,36-50,Middle,Urban,121.12,110.1,11.01,9.09,2021-11
2023-08-03,Other,Male,18-25,Lower-middle,Rural,55.24,49.37,5.87,10.63,2023-08
2021-08-26,Surat,Male,26-35,Lower-middle,Urban,54.7,47.45,7.25,13.25,2021-08
2021-03-24,Bhavnagar,Male,66+,Upper-middle,Rural,121.13,111.37,9.76,8.06,2021-03
2022-10-31,Other,Female,51-65,Upper-middle,Urban,77.15,71.24,5.91,7.66,2022-10
2024-02-07,Ahmedabad,Male,51-65,Middle,Rural,80.97,71.99,8.98,11.09,2024-02
2021-06-27,Vadodara,Female,0-17,Lower-middle,Urban,121.66,114.21,7.44,6.12,2021-06
2021-09-07,Bhavnagar,Female,36-50,Middle,Urban,90.96,82.44,8.53,9.37,2021-09
2023-02-04,Surat,Female,18-25,Lower-middle,Rural,87.32,78.21,9.11,10.43,2023-02
2022-10-29,Other,Female,51-65,Middle,Rural,69.96,60.52,9.44,13.49,2022-10
2023-06-22,Other,Male,26-35,Low,Urban,47.04,44.66,2.38,5.07,2023-06
2021-04-01,Rajkot,Male,36-50,Low,Urban,77.2,67.74,9.46,12.25,2021-04
2021-12-05,Other,Male,18-25,Low,Urban,51.96,47.61,4.35,8.38,2021-12
2021-06-18,Rajkot,Female,0-17,Middle,Urban,80.43,74.73,5.7,7.09,2021-06
2024-03-08,Other,Female,36-50,Lower-middle,Rural,91.15,81.19,9.96,10.93,2024-03
2022-08-01,Ahmedabad,Male,36-50,Lower-middle,Rural,29.9,28.76,1.14,3.83,2022-08
2024-04-22,Ahmedabad,Female,51-65,Upper-middle,Urban,113.4,104.82,8.57,7.56,2024-04
2023-02-19,Rajkot,Male,0-17,Low,Urban,101.28,84.85,16.42,16.21,2023-02
2021-06-19,Other,Male,66+,Upper-middle,Rural,152.63,139.62,13.02,8.53,2021-06
2021-12-28,Vadodara,Male,51-65,Lower-middle,Rural,72.32,67.82,4.5,6.22,2021-12
2021-09-01,Rajkot,Female,36-50,High,Urban,180.89,166.3,14.59,8.07,2021-09
2021-05-18,Rajkot,Male,26-35,Lower-middle,Urban,58.77,56.17,2.6,4.42,2021-05
2023-11-18,Ahmedabad,Male,26-35,Upper-middle,Rural,151.96,122.56,29.4,19.34,2023-11
2022-06-03,Other,Male,0-17,Lower-middle,Urban,124.46,108.08,16.38,13.16,2022-06
2024-11-22,Ahmedabad,Male,51-65,Low,Rural,69.16,60.17,8.99,13.0,2024-11
2021-11-29,Gandhinagar,Female,0-17,Upper-middle,Rural,149.19,132.02,17.18,11.51,2021-11
2023-08-23,Bhavnagar,Male,26-35,Middle,Rural,48.84,44.73,4.1,8.4,2023-08
2024-09-02,Ahmedabad,Male,0-17,Upper-middle,Urban,194.07,181.86,12.2,6.29,2024-09
2022-07-17,Other,Female,18-25,Middle,Urban,130.65,112.15,18.51,14.17,2022-07
2022-03-02,Ahmedabad,Male,26-35,Low,Rural,116.39,102.38,14.01,12.04,2022-03
2024-03-05,Surat,Female,36-50,Middle,Urban,82.19,70.4,11.79,14.34,2024-03
2022-10-03,Other,Female,51-65,Low,Urban,50.5,43.66,6.83,13.53,2022-10
2022-12-10,Other,Male,0-17,Middle,Urban,103.73,98.72,5.01,4.83,2022-12
2024-07-14,Vadodara,Male,51-65,Lower-middle,Urban,112.73,104.43,8.31,7.37,2024-07
2021-04-17,Bhavnagar,Female,36-50,Lower-middle,Rural,62.29,58.51,3.78,6.07,2021-04
2022-07-14,Ahmedabad,Male,0-17,Low,Urban,73.97,69.1,4.86,6.58,2022-07
2021-05-18,Ahmedabad,Male,18-25,Low,Urban,100.54,86.72,13.83,13.75,2021-05
2022-09-07,Surat,Female,0-17,Middle,Urban,152.44,133.48,18.96,12.43,2022-09
2021-02-16,Other,Male,26-35,Low,Rural,64.77,61.17,3.6,5.56,2021-02
2022-01-03,Other,Male,66+,Lower-middle,Urban,144.72,133.29,11.44,7.9,2022-01
2021-01-06,Surat,Female,51-65,Middle,Rural,59.24,51.29,7.94,13.41,2021-01
2022-06-07,Ahmedabad,Female,51-65,Lower-middle,Urban,69.52,66.5,3.02,4.34,2022-06
2022-06-13,Ahmedabad,Female,0-17,Lower-middle,Urban,123.69,120.09,3.6,2.91,2022-06
2024-07-19,Ahmedabad,Male,51-65,Upper-middle,Rural,148.17,132.22,15.95,10.76,2024-07
2021-03-07,Other,Female,0-17,Middle,Rural,56.04,49.46,6.57,11.73,2021-03
2022-02-24,Other,Male,36-50,Middle,Urban,77.16,60.66,16.5,21.38,2022-02
2024-09-24,Vadodara,Male,18-25,Upper-middle,Urban,141.98,129.35,12.63,8.9,2024-09
2023-07-23,Rajkot,Male,26-35,Lower-middle,Rural,74.07,69.59,4.48,6.05,2023-07
2022-05-13,Surat,Male,36-50,Low,Rural,91.14,75.5,15.64,17.16,2022-05
2021-11-27,Bhavnagar,Female,36-50,Low,Rural,131.08,123.53,7.55,5.76,2021-11
2023-02-07,Other,Male,18-25,Middle,Urban,95.23,87.25,7.97,8.37,2023-02
2023-09-28,Surat,Female,51-65,Lower-middle,Rural,142.71,126.86,15.86,11.11,2023-09
2024-02-29,Surat,Male,36-50,Lower-middle,Urban,121.04,113.53,7.52,6.21,2024-02
2022-06-14,Ahmedabad,Male,51-65,Low,Urban,94.21,85.87,8.34,8.85,2022-06
2021-08-31,Other,Female,26-35,Middle,Rural,82.74,71.32,11.41,13.79,2021-08
2021-12-16,Other,Female,0-17,Low,Rural,67.14,66.8,0.33,0.5,2021-12
2023-11-07,Other,Female,26-35,Middle,Rural,155.77,150.29,5.48,3.52,2023-11
2023-01-05,Other,Female,26-35,Middle,Urban,137.8,120.86,16.94,12.29,2023-01
2023-06-01,Other,Male,0-17,Low,Urban,24.1,20.9,3.21,13.31,2023-06
2021-12-29,Ahmedabad,Other,26-35,Upper-middle,Rural,169.82,139.97,29.85,17.58,2021-12
2024-05-18,Vadodara,Male,36-50,Upper-middle,Rural,120.91,108.5,12.41,10.26,2024-05
2023-10-12,Gandhinagar,Female,0-17,High,Urban,140.47,130.31,10.16,7.23,2023-10
2022-06-09,Gandhinagar,Female,26-35,Low,Rural,66.43,58.16,8.27,12.44,2022-06
2023-04-11,Other,Male,0-17,Upper-middle,Urban,191.55,158.21,33.34,17.41,2023-04
2023-02-21,Ahmedabad,Male,0-17,High,Rural,98.39,88.52,9.87,10.04,2023-02
2022-02-24,Other,Female,26-35,Lower-middle,Urban,107.25,105.22,2.03,1.89,2022-02
2023-02-25,Rajkot,Female,0-17,Low,Urban,82.05,67.03,15.02,18.31,2023-02
2021-05-13,Ahmedabad,Male,26-35,Upper-middle,Urban,128.08,117.57,10.51,8.2,2021-05
2021-01-14,Surat,Female,36-50,Low,Rural,95.99,86.12,9.86,10.27,2021-01
2023-12-04,Ahmedabad,Male,18-25,Lower-middle,Urban,144.19,131.56,12.63,8.76,2023-12
2024-11-01,Other,Female,51-65,Lower-middle,Urban,94.92,87.17,7.75,8.16,2024-11
2021-10-22,Surat,Male,36-50,Lower-middle,Urban,125.33,119.75,5.57,4.45,2021-10
2024-11-20,Other,Female,66+,Middle,Rural,96.91,88.12,8.79,9.07,2024-11
2024-02-02,Other,Male,36-50,Low,Rural,67.41,60.1,7.31,10.84,2024-02
2022-03-21,Other,Male,26-35,Lower-middle,Urban,103.59,88.7,14.89,14.37,2022-03
2023-12-22,Other,Male,36-50,Lower-middle,Rural,120.24,117.88,2.36,1.97,2023-12
2022-02-16,Other,Male,26-35,Lower-middle,Rural,98.92,87.23,11.69,11.82,2022-02
2022-09-22,Ahmedabad,Female,0-17,High,Urban,205.88,177.16,28.72,13.95,2022-09
2021-11-17,Vadodara,Female,18-25,Upper-middle,Urban,99.13,84.81,14.32,14.45,2021-11
2024-02-29,Bhavnagar,Male,18-25,Upper-middle,Urban,147.88,137.23,10.66,7.21,2024-02
2023-03-29,Bhavnagar,Male,26-35,Lower-middle,Urban,158.71,158.71,0.0,0.0,2023-03
2024-05-07,Other,Female,36-50,Middle,Rural,50.58,43.45,7.13,14.1,2024-05
2023-06-24,Other,Female,26-35,Low,Urban,136.04,123.95,12.09,8.89,2023-06
2021-02-05,Gandhinagar,Male,0-17,Low,Urban,70.68,66.5,4.19,5.92,2021-02
2023-03-02,Ahmedabad,Female,18-25,High,Urban,214.41,213.36,1.05,0.49,2023-03
2024-05-24,Rajkot,Male,0-17,Lower-middle,Urban,94.29,85.14,9.15,9.7,2024-05
2022-08-09,Surat,Male,0-17,Lower-middle,Urban,87.94,84.88,3.06,3.48,2022-08
2021-11-02,Surat,Male,0-17,Middle,Urban,57.51,49.59,7.92,13.77,2021-11
2023-10-05,Ahmedabad,Female,26-35,Upper-middle,Urban,116.16,98.05,18.11,15.59,2023-10
2023-06-12,Ahmedabad,Female,36-50,Upper-middle,Urban,186.28,161.32,24.96,13.4,2023-06
2021-01-12,Ahmedabad,Female,26-35,Middle,Urban,150.7,129.66,21.04,13.96,2021-01
2021-03-24,Other,Male,18-25,Middle,Urban,92.62,87.39,5.23,5.65,2021-03
2023-11-22,Ahmedabad,Male,26-35,Lower-middle,Rural,151.31,134.77,16.54,10.93,2023-11
2024-12-02,Other,Male,18-25,Middle,Rural,97.04,95.27,1.77,1.82,2024-12
2024-01-15,Rajkot,Female,0-17,Upper-middle,Urban,136.49,130.64,5.85,4.29,2024-01
2024-12-05,Rajkot,Male,51-65,High,Urban,174.8,160.87,13.93,7.97,2024-12
2023-08-15,Other,Female,0-17,Low,Rural,49.36,43.47,5.89,11.94,2023-08
2022-12-14,Rajkot,Female,0-17,Upper-middle,Urban,109.97,91.11,18.85,17.14,2022-12
2024-07-03,Other,Female,18-25,Middle,Urban,176.1,147.21,28.89,16.41,2024-07
2021-08-29,Rajkot,Male,36-50,Lower-middle,Rural,75.57,68.71,6.86,9.08,2021-08
2023-06-17,Vadodara,Male,26-35,Lower-middle,Rural,91.52,82.54,8.98,9.81,2023-06
2023-06-15,Other,Male,26-35,Low,Urban,130.39,118.31,12.08,9.26,2023-06
2023-06-26,Gandhinagar,Female,36-50,Low,Rural,71.43,63.6,7.83,10.97,2023-06
2023-01-26,Surat,Male,0-17,Middle,Urban,126.4,112.96,13.44,10.63,2023-01
2023-10-22,Gandhinagar,Male,66+,Low,Urban,55.81,50.58,5.23,9.36,2023-10
2022-08-24,Ahmedabad,Other,26-35,Middle,Urban,125.26,111.39,13.86,11.07,2022-08
2021-10-09,Ahmedabad,Male,51-65,Middle,Rural,76.93,70.19,6.74,8.76,2021-10
2022-10-13,Ahmedabad,Male,26-35,Lower-middle,Rural,79.43,73.12,6.31,7.94,2022-10
2022-08-22,Other,Male,26-35,Lower-middle,Urban,140.77,118.84,21.93,15.58,2022-08
2023-09-06,Bhavnagar,Female,0-17,Middle,Rural,83.01,74.09,8.91,10.74,2023-09
2024-02-17,Ahmedabad,Male,26-35,Low,Rural,16.76,13.92,2.83,16.91,2024-02
2023-10-09,Gandhinagar,Female,0-17,Middle,Rural,39.53,36.52,3.01,7.62,2023-10
2023-06-19,Rajkot,Female,51-65,Upper-middle,Urban,126.02,112.46,13.56,10.76,2023-06
2024-01-09,Rajkot,Female,18-25,Middle,Rural,131.59,113.86,17.73,13.48,2024-01
2023-06-13,Other,Male,26-35,Upper-middle,Urban,148.87,136.35,12.52,8.41,2023-06
2023-08-15,Surat,Female,0-17,Low,Urban,76.98,63.57,13.41,17.42,2023-08
2021-08-07,Other,Male,66+,Lower-middle,Urban,79.17,73.32,5.85,7.39,2021-08
2022-12-28,Surat,Male,26-35,Upper-middle,Urban,122.67,122.67,0.0,0.0,2022-12
2023-10-06,Other,Male,26-35,Lower-middle,Rural,84.04,78.02,6.02,7.16,2023-10
2022-06-02,Bhavnagar,Female,0-17,Middle,Rural,94.64,87.66,6.98,7.37,2022-06
2023-03-23,Other,Male,36-50,Middle,Urban,128.42,117.8,10.61,8.27,2023-03
2022-05-17,Rajkot,Male,36-50,Lower-middle,Urban,77.75,65.18,12.57,16.16,2022-05
2021-02-27,Rajkot,Male,51-65,Middle,Urban,35.97,30.77,5.2,14.46,2021-02
2024-09-22,Ahmedabad,Male,18-25,Middle,Urban,84.02,77.1,6.92,8.24,2024-09
2023-03-25,Vadodara,Male,51-65,Lower-middle,Urban,132.37,110.94,21.42,16.19,2023-03
2022-09-06,Vadodara,Male,26-35,Middle,Urban,106.6,98.91,7.69,7.21,2022-09
2022-03-02,Ahmedabad,Male,18-25,Middle,Rural,29.85,26.54,3.31,11.09,2022-03
2024-10-25,Surat,Male,36-50,Upper-middle,Urban,173.39,151.8,21.58,12.45,2024-10
2024-12-05,Other,Male,0-17,Middle,Urban,58.67,51.66,7.01,11.96,2024-12
2023-06-02,Vadodara,Female,51-65,Lower-middle,Rural,117.8,113.43,4.38,3.71,2023-06
2022-03-08,Surat,Female,0-17,Lower-middle,Rural,98.26,79.97,18.29,18.61,2022-03
2024-05-04,Surat,Female,26-35,Middle,Rural,63.85,60.2,3.66,5.73,2024-05
2024-11-01,Vadodara,Female,0-17,Upper-middle,Rural,125.63,113.22,12.41,9.88,2024-11
2023-08-06,Ahmedabad,Female,26-35,High,Rural,205.72,187.15,18.57,9.03,2023-08
2024-10-20,Surat,Male,66+,Lower-middle,Urban,49.27,45.98,3.29,6.68,2024-10
2023-07-24,Other,Female,0-17,Low,Rural,48.97,40.14,8.83,18.02,2023-07
2022-02-09,Other,Male,0-17,Middle,Urban,139.61,138.63,0.98,0.7,2022-02
2022-05-07,Surat,Female,0-17,Upper-middle,Urban,186.77,172.1,14.68,7.86,2022-05
2021-03-07,Gandhinagar,Female,51-65,Upper-middle,Rural,119.0,111.59,7.41,6.22,2021-03
2023-07-01,Surat,Female,18-25,Lower-middle,Rural,100.58,92.45,8.13,8.08,2023-07
2022-01-26,Other,Female,36-50,Lower-middle,Rural,93.36,80.73,12.64,13.54,2022-01
2021-03-24,Other,Male,18-25,Middle,Rural,120.01,109.84,10.17,8.48,2021-03
2023-09-30,Other,Male,36-50,Lower-middle,Rural,152.92,133.17,19.75,12.91,2023-09
2022-04-26,Ahmedabad,Male,36-50,Middle,Urban,126.46,109.71,16.76,13.25,2022-04
2023-02-16,Rajkot,Female,66+,Lower-middle,Urban,111.97,97.87,14.1,12.59,2023-02
2024-06-06,Ahmedabad,Female,18-25,Lower-middle,Rural,83.99,83.95,0.04,0.05,2024-06
2023-02-24,Vadodara,Male,18-25,Low,Urban,112.09,108.42,3.67,3.27,2023-02
2024-06-02,Gandhinagar,Female,36-50,Middle,Rural,51.78,42.55,9.23,17.82,2024-06
2024-02-11,Rajkot,Female,0-17,Lower-middle,Urban,76.89,69.05,7.84,10.2,2024-02
2022-10-14,Other,Male,36-50,Lower-middle,Urban,138.31,119.69,18.62,13.46,2022-10
2024-04-23,Rajkot,Female,36-50,Low,Rural,53.71,48.99,4.71,8.78,2024-04
2024-04-11,Ahmedabad,Male,51-65,Upper-middle,Urban,134.62,115.08,19.54,14.51,2024-04
2022-06-07,Ahmedabad,Female,36-50,Lower-middle,Urban,78.21,72.11,6.1,7.79,2022-06
2021-07-24,Vadodara,Female,0-17,Middle,Rural,138.54,138.54,0.0,0.0,2021-07
2023-01-12,Other,Female,18-25,Lower-middle,Urban,124.43,113.26,11.18,8.98,2023-01
2021-11-15,Bhavnagar,Male,0-17,Middle,Rural,99.09,94.76,4.33,4.37,2021-11
2024-03-28,Vadodara,Female,36-50,High,Urban,188.56,169.21,19.35,10.26,2024-03
2021-10-05,Rajkot,Female,36-50,Upper-middle,Rural,137.7,126.62,11.08,8.05,2021-10
2023-06-21,Ahmedabad,Female,26-35,Lower-middle,Urban,114.02,104.86,9.16,8.03,2023-06
2021-05-28,Bhavnagar,Male,66+,Low,Urban,136.11,130.57,5.54,4.07,2021-05
2023-02-17,Rajkot,Female,18-25,Low,Rural,5.0,4.32,0.68,13.59,2023-02
2024-01-12,Surat,Female,51-65,Lower-middle,Rural,43.72,36.93,6.79,15.52,2024-01
2022-02-23,Gandhinagar,Female,0-17,Low,Rural,65.81,60.82,4.99,7.59,2022-02
2022-06-22,Surat,Male,66+,Upper-middle,Rural,126.25,121.62,4.63,3.66,2022-06
2022-01-27,Bhavnagar,Male,18-25,Lower-middle,Urban,79.13,73.79,5.35,6.76,2022-01
2024-03-02,Rajkot,Female,51-65,Lower-middle,Rural,126.72,102.56,24.16,19.06,2024-03
2023-07-29,Other,Male,0-17,Lower-middle,Urban,114.72,94.74,19.98,17.42,2023-07
2021-08-30,Other,Female,26-35,Lower-middle,Urban,119.7,102.47,17.23,14.39,2021-08
2023-09-26,Ahmedabad,Male,66+,Middle,Urban,113.0,97.21,15.78,13.97,2023-09
2024-05-08,Rajkot,Female,18-25,Upper-middle,Urban,131.42,106.8,24.62,18.73,2024-05
2024-02-15,Ahmedabad,Female,36-50,Middle,Urban,74.24,69.72,4.53,6.1,2024-02
2024-05-27,Rajkot,Female,26-35,Lower-middle,Rural,15.75,13.18,2.56,16.27,2024-05
2024-08-21,Surat,Female,36-50,Lower-middle,Urban,103.46,93.37,10.09,9.75,2024-08
2021-08-31,Vadodara,Female,26-35,Low,Urban,63.55,55.69,7.86,12.37,2021-08
2024-08-08,Other,Female,26-35,Middle,Rural,29.46,25.49,3.98,13.5,2024-08
2023-09-03,Rajkot,Male,26-35,Low,Rural,111.31,98.47,12.84,11.54,2023-09
2024-08-17,Rajkot,Female,0-17,Middle,Urban,52.59,48.19,4.4,8.36,2024-08
2022-11-15,Rajkot,Male,0-17,Upper-middle,Urban,114.03,102.82,11.21,9.83,2022-11
2024-11-12,Other,Male,36-50,Lower-middle,Rural,58.61,53.59,5.03,8.57,2024-11
2022-08-11,Other,Female,36-50,Lower-middle,Urban,117.22,98.88,18.34,15.64,2022-08
2024-05-17,Other,Female,36-50,Lower-middle,Urban,120.46,112.95,7.51,6.23,2024-05
2024-08-30,Surat,Male,51-65,Lower-middle,Rural,52.94,44.91,8.03,15.16,2024-08
2022-09-09,Other,Female,0-17,Low,Rural,91.14,84.77,6.37,6.99,2022-09
2021-01-26,Vadodara,Female,51-65,Middle,Rural,89.3,89.3,0.0,0.0,2021-01
2023-05-13,Bhavnagar,Female,18-25,Lower-middle,Urban,75.07,73.06,2.0,2.67,2023-05
2021-03-20,Ahmedabad,Male,26-35,Low,Rural,148.34,125.48,22.87,15.41,2021-03
2023-10-09,Surat,Female,18-25,Low,Urban,137.8,137.79,0.0,0.0,2023-10
2021-05-08,Ahmedabad,Male,0-17,Lower-middle,Urban,45.59,39.81,5.78,12.67,2021-05
2022-02-17,Other,Male,0-17,Middle,Urban,110.93,94.43,16.5,14.87,2022-02
2021-05-17,Other,Male,18-25,High,Urban,194.14,170.33,23.81,12.26,2021-05
2024-09-19,Ahmedabad,Male,66+,Lower-middle,Urban,137.11,116.52,20.59,15.02,2024-09
2022-07-02,Gandhinagar,Female,26-35,Middle,Urban,122.31,105.32,16.99,13.89,2022-07
2022-01-23,Other,Female,0-17,Low,Urban,109.7,91.14,18.56,16.92,2022-01
2022-07-25,Other,Male,36-50,High,Urban,102.27,89.99,12.28,12.01,2022-07
2024-06-07,Other,Male,18-25,Low,Urban,51.92,45.71,6.21,11.96,2024-06
2023-10-13,Vadodara,Male,0-17,Middle,Urban,118.58,113.18,5.41,4.56,2023-10
2022-02-25,Other,Male,36-50,Low,Rural,38.98,35.02,3.97,10.17,2022-02
2024-02-22,Ahmedabad,Male,26-35,Upper-middle,Rural,90.87,78.42,12.46,13.71,2024-02
2024-01-17,Ahmedabad,Male,66+,Middle,Urban,81.58,69.19,12.39,15.18,2024-01
2021-05-21,Bhavnagar,Female,36-50,Lower-middle,Rural,143.5,126.67,16.82,11.72,2021-05
2021-02-20,Rajkot,Female,18-25,Low,Urban,102.64,92.45,10.19,9.93,2021-02
2023-09-14,Bhavnagar,Male,66+,Lower-middle,Urban,45.75,43.06,2.69,5.88,2023-09
2023-07-18,Vadodara,Male,51-65,Low,Urban,140.16,121.99,18.17,12.96,2023-07
2024-11-29,Rajkot,Female,18-25,Low,Rural,35.23,31.51,3.72,10.57,2024-11
2024-09-22,Other,Female,18-25,Upper-middle,Rural,103.01,101.15,1.86,1.81,2024-09
2022-10-24,Surat,Male,26-35,Lower-middle,Rural,116.52,101.66,14.86,12.75,2022-10
2022-01-01,Other,Female,26-35,Low,Urban,121.49,106.81,14.69,12.09,2022-01
