Customer_ID,Age_Group,Gender,Region,Annual_Income_£k
1676,18-24,Female,London,20-40
1677,18-24,Female,Wales,<20
1678,25-34,Male,Wales,40-60
1679,65+,Female,Scotland,<20
1680,45-54,Male,London,40-60
1681,65+,Female,Midlands,<20
1682,35-44,Female,London,80+
1683,35-44,Male,South England,80+
1684,45-54,Male,North England,20-40
1685,35-44,Male,Wales,40-60
1686,25-34,Female,London,<20
1687,45-54,Female,Scotland,80+
1688,25-34,Female,South England,40-60
1689,45-54,Female,North England,<20
1690,45-54,Female,South England,20-40
1691,25-34,Male,Midlands,<20
1692,18-24,Male,North England,20-40
1693,55-64,Female,Scotland,40-60
1694,35-44,Female,North England,40-60
1695,18-24,Female,Scotland,20-40
1696,65+,Male,Midlands,<20
1697,18-24,Male,Scotland,20-40
1698,45-54,Male,South England,<20
1699,65+,Male,London,60-80
1700,25-34,Male,South England,<20
1701,25-34,Female,Wales,40-60
1702,25-34,Male,South England,20-40
1703,35-44,Female,North England,20-40
1704,25-34,Male,Midlands,40-60
1705,45-54,Female,Wales,40-60
1706,18-24,Male,Wales,20-40
1707,45-54,Male,Wales,40-60
1708,65+,Male,London,40-60
1709,55-64,Female,Scotland,20-40
1710,45-54,Female,North England,40-60
1711,35-44,Male,Midlands,40-60
1712,45-54,Male,London,<20
1713,45-54,Female,South England,40-60
1714,35-44,Male,Midlands,<20
1715,25-34,Male,Wales,20-40
1716,65+,Female,Midlands,40-60
1717,35-44,Female,Midlands,60-80
1718,25-34,Male,South England,80+
1719,35-44,Male,Scotland,<20
1720,35-44,Female,North England,20-40
1721,55-64,Male,Wales,40-60
1722,55-64,Male,Scotland,<20
1723,55-64,Female,London,60-80
1724,18-24,Female,Wales,60-80
1725,35-44,Male,North England,80+
1726,35-44,Other,London,<20
1727,18-24,Female,South England,20-40
1728,25-34,Male,Scotland,60-80
1729,55-64,Other,Wales,40-60
1730,25-34,Male,Midlands,80+
1731,45-54,Male,North England,<20
1732,25-34,Female,Wales,40-60
1733,18-24,Male,Midlands,40-60
1734,25-34,Male,Wales,<20
1735,65+,Male,London,40-60
1736,55-64,Male,Midlands,40-60
1737,65+,Female,Midlands,20-40
1738,35-44,Female,Wales,20-40
1739,25-34,Other,South England,40-60
1740,45-54,Male,South England,40-60
1741,35-44,Male,Scotland,60-80
1742,55-64,Male,London,20-40
1743,18-24,Male,South England,20-40
1744,35-44,Male,Wales,80+
1745,25-34,Female,South England,80+
1746,35-44,Female,Scotland,<20
1747,55-64,Female,North England,60-80
1748,35-44,Male,Scotland,<20
1749,35-44,Female,Midlands,<20
1750,35-44,Male,Midlands,20-40
1751,35-44,Male,South England,20-40
1752,55-64,Female,South England,60-80
1753,65+,Female,Scotland,60-80
1754,65+,Male,Scotland,80+
1755,55-64,Male,Wales,60-80
1756,35-44,Male,London,20-40
1757,45-54,Female,Wales,40-60
1758,35-44,Male,Midlands,80+
1759,25-34,Other,Wales,60-80
1760,55-64,Male,Scotland,60-80
1761,18-24,Male,Wales,80+
1762,65+,Female,North England,<20
1763,35-44,Female,London,60-80
1764,45-54,Male,Scotland,60-80
1765,45-54,Female,South England,80+
1766,65+,Female,Wales,20-40
1767,45-54,Female,Scotland,40-60
1768,45-54,Female,South England,40-60
1769,18-24,Female,South England,20-40
1770,45-54,Female,Midlands,40-60
1771,25-34,Female,Midlands,20-40
1772,55-64,Male,Scotland,20-40
1773,45-54,Male,Scotland,20-40
1774,45-54,Male,North England,40-60
1775,18-24,Male,London,20-40
1776,18-24,Male,London,40-60
1777,55-64,Female,Scotland,20-40
1778,18-24,Male,Midlands,20-40
1779,18-24,Male,Wales,<20
1780,18-24,Female,North England,20-40
1781,65+,Male,London,40-60
1782,55-64,Male,Scotland,60-80
1783,35-44,Male,Midlands,20-40
1784,35-44,Male,Midlands,<20
1785,35-44,Male,Midlands,60-80
1786,55-64,Female,Wales,20-40
1787,45-54,Female,South England,80+
1788,25-34,Male,Wales,60-80
1789,25-34,Male,Midlands,20-40
1790,18-24,Male,Scotland,20-40
1791,45-54,Female,North England,40-60
1792,55-64,Male,Wales,<20
1793,25-34,Male,Scotland,<20
1794,18-24,Female,Midlands,20-40
1795,18-24,Male,North England,60-80
1796,65+,Male,London,40-60
1797,35-44,Male,London,<20
1798,55-64,Female,Scotland,40-60
1799,45-54,Female,North England,20-40
1800,35-44,Female,Scotland,40-60
1801,25-34,Female,North England,20-40
1802,25-34,Female,North England,40-60
1803,45-54,Female,Scotland,80+
1804,55-64,Female,North England,<20
1805,45-54,Male,Wales,20-40
1806,45-54,Female,Midlands,20-40
1807,18-24,Male,North England,20-40
1808,65+,Male,Wales,20-40
1809,55-64,Female,North England,60-80
1810,35-44,Male,Wales,80+
1811,65+,Female,Scotland,20-40
1812,45-54,Male,London,40-60
1813,45-54,Female,South England,40-60
1814,55-64,Female,North England,40-60
1815,55-64,Female,South England,20-40
1816,45-54,Male,North England,20-40
1817,25-34,Male,Scotland,40-60
1818,35-44,Female,Scotland,20-40
1819,65+,Male,Wales,60-80
1820,25-34,Female,North England,60-80
1821,35-44,Female,Scotland,<20
1822,35-44,Male,Scotland,<20
1823,35-44,Male,North England,80+
1824,45-54,Male,Wales,40-60
1825,65+,Female,Wales,60-80
1826,25-34,Male,Wales,<20
1827,25-34,Male,Wales,40-60
1828,25-34,Male,London,40-60
1829,65+,Female,North England,60-80
1830,45-54,Male,London,<20
1831,35-44,Male,Scotland,20-40
1832,55-64,Female,London,20-40
1833,55-64,Female,Wales,60-80
1834,55-64,Female,Scotland,80+
1835,65+,Male,London,80+
1836,25-34,Male,London,80+
1837,55-64,Female,North England,<20
1838,35-44,Male,London,<20
1839,55-64,Female,Scotland,<20
1840,55-64,Female,Wales,20-40
1841,55-64,Male,North England,60-80
1842,45-54,Female,London,80+
1843,25-34,Female,North England,20-40
1844,45-54,Male,South England,40-60
1845,65+,Female,North England,80+
1846,65+,Male,Wales,40-60
1847,18-24,Male,South England,<20
1848,25-34,Male,South England,40-60
1849,25-34,Female,North England,20-40
1850,55-64,Female,Scotland,40-60
1851,55-64,Female,Wales,20-40
1852,25-34,Male,Scotland,<20
1853,45-54,Female,Wales,80+
1854,55-64,Male,Wales,40-60
1855,55-64,Female,Scotland,40-60
1856,45-54,Male,Midlands,80+
1857,45-54,Male,South England,20-40
1858,45-54,Male,North England,20-40
1859,35-44,Female,Scotland,60-80
1860,45-54,Male,Scotland,20-40
1861,45-54,Female,North England,60-80
1862,65+,Male,South England,20-40
1863,45-54,Male,North England,<20
1864,55-64,Male,Wales,40-60
1865,25-34,Female,Midlands,20-40
1866,35-44,Female,Wales,60-80
1867,18-24,Male,Midlands,40-60
1868,25-34,Male,North England,80+
1869,55-64,Male,Wales,60-80
1870,65+,Female,South England,20-40
1871,18-24,Male,Wales,60-80
1872,35-44,Female,Scotland,40-60
1873,55-64,Female,Midlands,40-60
1874,25-34,Male,Midlands,60-80
1875,45-54,Female,South England,40-60
1876,55-64,Female,Midlands,40-60
1877,45-54,Female,Midlands,40-60
1878,25-34,Male,South England,20-40
1879,35-44,Male,Wales,20-40
1880,55-64,Male,North England,40-60
1881,45-54,Male,Wales,20-40
1882,18-24,Male,Scotland,<20
1883,55-64,Male,Scotland,<20
1884,18-24,Female,Midlands,40-60
1885,55-64,Male,Scotland,20-40
1886,25-34,Male,North England,60-80
1887,65+,Male,Midlands,20-40
1888,35-44,Female,Scotland,40-60
1889,35-44,Female,London,20-40
1890,25-34,Female,London,40-60
1891,35-44,Male,London,20-40
1892,65+,Female,London,80+
1893,65+,Male,Wales,80+
1894,35-44,Male,London,60-80
1895,35-44,Male,Midlands,80+
1896,55-64,Male,South England,20-40
1897,65+,Male,Wales,40-60
1898,45-54,Female,South England,60-80
1899,35-44,Female,Midlands,40-60
1900,35-44,Male,Midlands,80+
1901,45-54,Female,North England,60-80
1902,18-24,Male,Wales,80+
1903,45-54,Male,South England,20-40
1904,35-44,Female,London,60-80
1905,55-64,Female,Midlands,40-60
1906,18-24,Male,London,40-60
1907,45-54,Male,South England,20-40
1908,35-44,Female,Wales,60-80
1909,45-54,Female,Scotland,80+
1910,18-24,Female,Scotland,20-40
1911,45-54,Male,Midlands,40-60
1912,45-54,Male,North England,20-40
1913,45-54,Male,London,80+
1914,45-54,Male,Midlands,40-60
1915,45-54,Female,North England,20-40
1916,55-64,Male,London,20-40
1917,25-34,Male,South England,40-60
1918,55-64,Female,Scotland,<20
1919,35-44,Female,North England,40-60
1920,18-24,Male,London,80+
1921,18-24,Female,Midlands,60-80
1922,35-44,Female,London,<20
1923,55-64,Female,Midlands,80+
1924,55-64,Male,Scotland,40-60
1925,55-64,Female,Scotland,20-40
1926,45-54,Female,London,<20
1927,35-44,Male,London,20-40
1928,25-34,Male,Midlands,60-80
1929,35-44,Female,Midlands,<20
1930,35-44,Male,North England,20-40
1931,18-24,Female,North England,60-80
1932,25-34,Male,North England,40-60
1933,45-54,Male,London,60-80
1934,55-64,Male,Wales,60-80
1935,65+,Female,Wales,<20
1936,65+,Male,Wales,80+
1937,45-54,Female,Wales,20-40
1938,35-44,Female,North England,40-60
1939,45-54,Female,London,40-60
1940,55-64,Female,Wales,20-40
1941,25-34,Female,Scotland,80+
1942,35-44,Male,South England,40-60
1943,55-64,Female,Scotland,<20
1944,35-44,Female,London,80+
1945,45-54,Male,London,40-60
1946,45-54,Male,South England,40-60
1947,25-34,Female,Midlands,40-60
1948,35-44,Male,Midlands,60-80
1949,35-44,Female,Midlands,<20
1950,18-24,Male,North England,20-40
1951,18-24,Male,Midlands,40-60
1952,55-64,Female,North England,<20
1953,25-34,Male,North England,60-80
1954,45-54,Male,Midlands,20-40
1955,35-44,Female,Midlands,20-40
1956,65+,Male,South England,<20
1957,25-34,Female,Wales,60-80
1958,35-44,Female,South England,60-80
1959,65+,Female,North England,20-40
1960,55-64,Male,South England,40-60
1961,25-34,Male,North England,20-40
1962,55-64,Female,London,40-60
1963,35-44,Female,North England,<20
1964,35-44,Female,North England,40-60
1965,25-34,Female,South England,40-60
1966,18-24,Male,Wales,80+
1967,55-64,Male,London,20-40
1968,35-44,Male,Scotland,60-80
1969,35-44,Male,Scotland,40-60
1970,55-64,Male,Wales,80+
1971,55-64,Female,Scotland,20-40
1972,25-34,Male,London,20-40
1973,45-54,Male,Midlands,80+
1974,25-34,Male,London,<20
1975,55-64,Female,South England,<20
1976,45-54,Female,North England,<20
1977,65+,Female,North England,60-80
1978,18-24,Female,South England,<20
1979,18-24,Male,South England,60-80
1980,35-44,Female,North England,40-60
1981,25-34,Male,Wales,<20
1982,25-34,Male,Midlands,20-40
1983,65+,Female,Midlands,20-40
1984,25-34,Female,Midlands,40-60
1985,25-34,Male,South England,40-60
1986,55-64,Male,North England,40-60
1987,35-44,Female,Wales,<20
1988,55-64,Male,North England,40-60
1989,18-24,Male,North England,60-80
1990,35-44,Male,Wales,60-80
1991,18-24,Male,London,60-80
1992,18-24,Female,Wales,20-40
1993,65+,Male,London,80+
1994,25-34,Male,Scotland,20-40
1995,45-54,Female,London,<20
1996,35-44,Female,Midlands,60-80
1997,35-44,Male,Midlands,80+
1998,65+,Male,Wales,40-60
1999,18-24,Male,Midlands,20-40
2000,45-54,Female,Midlands,20-40
2001,65+,Female,Scotland,40-60
2002,45-54,Female,Midlands,80+
2003,65+,Female,South England,<20
2004,18-24,Female,South England,60-80
2005,35-44,Female,South England,20-40
2006,25-34,Female,London,60-80
2007,55-64,Male,Wales,80+
2008,65+,Other,Wales,20-40
2009,25-34,Male,North England,20-40
2010,45-54,Male,Scotland,60-80
2011,25-34,Female,South England,40-60
2012,45-54,Male,South England,40-60
2013,35-44,Female,Midlands,40-60
2014,65+,Female,South England,20-40
2015,45-54,Male,Midlands,60-80
2016,35-44,Female,Midlands,20-40
2017,25-34,Male,North England,80+
2018,25-34,Male,London,20-40
2019,25-34,Female,Midlands,60-80
2020,25-34,Female,Midlands,20-40
2021,55-64,Female,Wales,20-40
2022,45-54,Male,North England,20-40
2023,45-54,Female,Midlands,60-80
2024,25-34,Male,Scotland,40-60
2025,55-64,Female,London,80+
2026,55-64,Male,Scotland,20-40
2027,18-24,Female,South England,40-60
2028,55-64,Male,London,60-80
2029,45-54,Male,South England,20-40
2030,18-24,Female,Wales,20-40
2031,35-44,Female,Midlands,40-60
2032,35-44,Female,North England,20-40
2033,25-34,Female,Scotland,20-40
2034,65+,Female,South England,40-60
2035,55-64,Female,Midlands,20-40
2036,45-54,Male,Scotland,60-80
2037,35-44,Female,Scotland,80+
2038,35-44,Male,Wales,40-60
2039,45-54,Female,Wales,40-60
2040,45-54,Female,South England,<20
2041,18-24,Female,Midlands,60-80
2042,45-54,Female,North England,20-40
2043,55-64,Female,South England,40-60
2044,35-44,Female,Scotland,80+
2045,18-24,Male,Scotland,40-60
2046,55-64,Female,London,60-80
2047,25-34,Male,Midlands,20-40
2048,25-34,Female,London,<20
2049,25-34,Male,Wales,60-80
2050,35-44,Male,North England,<20
2051,55-64,Male,South England,60-80
2052,45-54,Male,Scotland,<20
2053,25-34,Female,Midlands,60-80
2054,65+,Male,Scotland,20-40
2055,65+,Female,Wales,40-60
2056,65+,Male,London,40-60
2057,25-34,Female,London,40-60
2058,35-44,Female,South England,20-40
2059,65+,Female,Midlands,40-60
2060,55-64,Female,Wales,20-40
2061,18-24,Male,Midlands,20-40
2062,18-24,Female,South England,20-40
2063,35-44,Male,Wales,40-60
2064,65+,Female,Wales,20-40
2065,45-54,Female,London,80+
2066,35-44,Male,London,40-60
2067,25-34,Female,London,20-40
2068,45-54,Female,Scotland,40-60
2069,55-64,Male,North England,60-80
2070,35-44,Male,London,<20
2071,55-64,Male,North England,40-60
2072,65+,Female,North England,40-60
2073,25-34,Female,Midlands,20-40
2074,45-54,Male,South England,60-80
2075,35-44,Male,Scotland,20-40
2076,55-64,Female,North England,20-40
2077,45-54,Female,Scotland,60-80
2078,45-54,Male,Midlands,40-60
2079,55-64,Male,London,80+
2080,35-44,Female,Wales,40-60
2081,65+,Male,North England,60-80
2082,45-54,Male,South England,60-80
2083,25-34,Female,Wales,<20
2084,45-54,Female,Midlands,60-80
2085,55-64,Male,Scotland,40-60
2086,35-44,Male,London,<20
2087,55-64,Male,Scotland,40-60
2088,65+,Male,South England,<20
2089,25-34,Female,North England,60-80
2090,65+,Male,South England,40-60
2091,25-34,Female,Scotland,80+
2092,25-34,Female,Scotland,20-40
2093,25-34,Male,Wales,40-60
2094,65+,Male,South England,20-40
2095,45-54,Female,South England,40-60
2096,25-34,Female,South England,60-80
2097,35-44,Female,London,60-80
2098,45-54,Male,Scotland,60-80
2099,18-24,Female,Midlands,60-80
2100,65+,Female,London,<20
2101,55-64,Female,London,20-40
2102,45-54,Male,London,40-60
2103,65+,Female,Wales,40-60
2104,35-44,Female,Midlands,20-40
2105,65+,Male,South England,40-60
2106,45-54,Female,Wales,20-40
2107,45-54,Male,Scotland,20-40
2108,25-34,Male,North England,60-80
2109,65+,Male,Wales,20-40
2110,35-44,Female,North England,<20
2111,25-34,Male,Scotland,<20
2112,18-24,Male,Midlands,60-80
2113,45-54,Female,North England,80+
2114,45-54,Male,London,40-60
2115,55-64,Female,Wales,20-40
2116,65+,Female,North England,80+
2117,18-24,Female,Scotland,40-60
2118,55-64,Female,London,60-80
2119,25-34,Female,North England,60-80
2120,55-64,Male,Scotland,20-40
2121,55-64,Female,Midlands,40-60
2122,45-54,Male,Scotland,20-40
2123,55-64,Female,Midlands,20-40
2124,35-44,Male,London,60-80
2125,35-44,Female,Scotland,80+
2126,55-64,Female,South England,60-80
2127,35-44,Female,Wales,40-60
2128,35-44,Male,South England,<20
2129,35-44,Male,South England,<20
2130,55-64,Female,South England,20-40
2131,35-44,Female,Wales,40-60
2132,25-34,Male,South England,40-60
2133,55-64,Female,Midlands,<20
2134,55-64,Female,Scotland,80+
2135,25-34,Male,London,20-40
2136,25-34,Female,South England,60-80
2137,25-34,Female,South England,40-60
2138,35-44,Male,London,<20
2139,35-44,Male,London,60-80
2140,55-64,Female,South England,60-80
2141,45-54,Female,Midlands,40-60
2142,45-54,Male,London,40-60
2143,35-44,Female,Scotland,<20
2144,55-64,Female,Scotland,40-60
2145,35-44,Female,Midlands,80+
2146,65+,Male,Wales,<20
2147,45-54,Female,North England,20-40
2148,25-34,Male,Midlands,80+
2149,45-54,Male,South England,20-40
2150,35-44,Male,North England,40-60
2151,45-54,Female,South England,40-60
2152,18-24,Female,Scotland,40-60
2153,25-34,Male,London,20-40
2154,55-64,Female,South England,20-40
2155,25-34,Male,Scotland,<20
2156,55-64,Male,Midlands,60-80
2157,25-34,Other,South England,60-80
2158,45-54,Female,Scotland,40-60
2159,45-54,Male,London,40-60
2160,45-54,Female,South England,20-40
2161,35-44,Male,Wales,<20
2162,25-34,Male,Scotland,60-80
2163,18-24,Female,South England,40-60
2164,35-44,Female,London,20-40
2165,45-54,Male,South England,<20
2166,65+,Female,South England,<20
2167,65+,Female,Wales,20-40
2168,55-64,Male,Scotland,60-80
2169,55-64,Female,North England,80+
2170,45-54,Female,South England,80+
2171,25-34,Female,North England,80+
2172,65+,Female,Midlands,80+
2173,45-54,Female,South England,40-60
2174,45-54,Male,North England,20-40
2175,25-34,Female,Midlands,60-80
2176,35-44,Female,Wales,20-40
2177,35-44,Male,Scotland,20-40
2178,55-64,Female,South England,20-40
2179,45-54,Female,Scotland,40-60
2180,35-44,Female,Midlands,20-40
2181,65+,Male,Scotland,20-40
2182,25-34,Male,Scotland,40-60
2183,35-44,Female,London,60-80
2184,18-24,Male,Midlands,40-60
2185,55-64,Female,Scotland,60-80
2186,65+,Male,North England,20-40
2187,35-44,Male,Midlands,20-40
2188,55-64,Male,London,40-60
2189,35-44,Male,South England,40-60
2190,65+,Female,Wales,40-60
2191,55-64,Male,Scotland,60-80
2192,55-64,Male,North England,60-80
2193,18-24,Male,London,80+
2194,65+,Female,Midlands,20-40
2195,55-64,Male,Wales,20-40
2196,35-44,Female,Wales,40-60
2197,55-64,Female,Scotland,<20
2198,35-44,Female,London,20-40
2199,65+,Female,London,20-40
2200,25-34,Female,North England,20-40
2201,55-64,Female,South England,<20
2202,45-54,Male,South England,<20
2203,18-24,Male,South England,40-60
2204,25-34,Male,Wales,40-60
2205,18-24,Female,Wales,60-80
2206,35-44,Female,Midlands,40-60
2207,35-44,Female,Wales,<20
2208,45-54,Male,Wales,20-40
2209,35-44,Female,London,<20
2210,35-44,Male,Midlands,60-80
2211,55-64,Male,London,60-80
2212,18-24,Male,North England,20-40
2213,65+,Male,North England,20-40
2214,55-64,Female,Midlands,80+
2215,45-54,Male,Midlands,40-60
2216,45-54,Male,Wales,60-80
2217,65+,Female,North England,20-40
2218,25-34,Female,Scotland,20-40
2219,18-24,Female,South England,60-80
2220,25-34,Male,Wales,40-60
2221,55-64,Female,South England,40-60
2222,18-24,Female,North England,40-60
2223,45-54,Male,South England,40-60
2224,65+,Female,Scotland,60-80
2225,55-64,Male,Scotland,20-40
2226,45-54,Male,London,20-40
2227,18-24,Female,Midlands,60-80
2228,55-64,Female,South England,20-40
2229,45-54,Male,Scotland,40-60
2230,25-34,Female,Midlands,60-80
2231,18-24,Female,Midlands,80+
2232,65+,Female,London,20-40
2233,45-54,Male,Midlands,20-40
2234,55-64,Female,Midlands,60-80
2235,65+,Male,Wales,60-80
2236,45-54,Female,North England,60-80
2237,45-54,Male,London,40-60
2238,35-44,Male,London,20-40
2239,35-44,Female,South England,40-60
2240,35-44,Male,Midlands,60-80
2241,55-64,Male,South England,80+
2242,45-54,Male,Wales,<20
2243,65+,Female,Scotland,20-40
2244,35-44,Male,Midlands,40-60
2245,45-54,Female,Scotland,80+
2246,45-54,Male,North England,40-60
2247,45-54,Male,Wales,20-40
2248,55-64,Male,Midlands,<20
2249,25-34,Female,South England,40-60
2250,45-54,Male,South England,<20
2251,25-34,Male,Midlands,60-80
2252,35-44,Female,South England,60-80
2253,35-44,Female,Midlands,40-60
2254,45-54,Male,London,20-40
2255,65+,Male,South England,80+
2256,45-54,Female,Midlands,20-40
2257,55-64,Male,Midlands,20-40
2258,45-54,Male,South England,80+
2259,45-54,Female,London,60-80
2260,18-24,Female,South England,60-80
2261,25-34,Female,Midlands,20-40
2262,35-44,Male,London,<20
2263,35-44,Male,Scotland,<20
2264,18-24,Female,North England,20-40
2265,25-34,Male,South England,60-80
2266,25-34,Female,Wales,20-40
2267,65+,Female,Midlands,60-80
2268,35-44,Male,London,20-40
2269,35-44,Female,London,20-40
2270,25-34,Female,Scotland,80+
2271,45-54,Female,South England,20-40
2272,35-44,Male,Wales,20-40
2273,25-34,Male,London,20-40
2274,45-54,Female,Scotland,<20
2275,18-24,Male,Midlands,40-60
2276,18-24,Female,Scotland,20-40
2277,25-34,Male,South England,40-60
2278,18-24,Female,Scotland,60-80
2279,25-34,Male,London,40-60
2280,35-44,Female,London,<20
2281,55-64,Male,North England,40-60
2282,45-54,Male,Scotland,<20
2283,45-54,Male,Midlands,40-60
2284,35-44,Female,Wales,40-60
2285,65+,Male,Wales,20-40
2286,35-44,Female,South England,60-80
2287,18-24,Female,North England,80+
2288,45-54,Male,Scotland,60-80
2289,25-34,Female,Midlands,20-40
2290,35-44,Male,North England,40-60
2291,45-54,Female,London,80+
2292,65+,Female,South England,20-40
2293,35-44,Male,Scotland,60-80
2294,55-64,Male,Wales,<20
2295,65+,Male,Midlands,<20
2296,25-34,Other,London,60-80
2297,25-34,Male,North England,60-80
2298,35-44,Female,South England,60-80
2299,35-44,Male,North England,80+
2300,35-44,Female,Wales,<20
2301,65+,Male,North England,20-40
2302,55-64,Female,Midlands,80+
2303,45-54,Female,London,20-40
2304,35-44,Female,Scotland,40-60
2305,55-64,Male,Midlands,40-60
2306,65+,Male,Wales,<20
2307,55-64,Male,South England,20-40
2308,18-24,Female,Wales,40-60
2309,45-54,Male,Wales,60-80
2310,18-24,Female,North England,60-80
2311,25-34,Male,South England,40-60
2312,18-24,Female,Midlands,40-60
2313,45-54,Female,Wales,20-40
2314,45-54,Female,Midlands,<20
2315,25-34,Male,Scotland,20-40
2316,35-44,Male,North England,<20
2317,35-44,Male,Midlands,20-40
2318,35-44,Male,South England,20-40
2319,25-34,Female,Wales,20-40
2320,35-44,Female,Scotland,<20
2321,55-64,Female,South England,40-60
2322,18-24,Male,North England,40-60
2323,18-24,Female,Scotland,<20
2324,35-44,Female,Scotland,80+
2325,65+,Female,Scotland,<20
2326,45-54,Male,Wales,60-80
2327,45-54,Male,London,<20
2328,35-44,Male,Scotland,80+
2329,45-54,Female,South England,<20
2330,18-24,Female,South England,60-80
2331,45-54,Male,North England,20-40
2332,65+,Male,Midlands,60-80
2333,45-54,Female,Midlands,20-40
2334,65+,Female,London,<20
2335,55-64,Male,Wales,60-80
2336,25-34,Female,Wales,<20
2337,65+,Other,Scotland,80+
2338,18-24,Female,London,<20
2339,45-54,Male,North England,40-60
2340,25-34,Female,North England,60-80
2341,18-24,Female,Midlands,20-40
2342,35-44,Male,North England,20-40
2343,35-44,Female,Scotland,60-80
2344,35-44,Female,South England,60-80
2345,45-54,Female,North England,80+
2346,18-24,Male,London,20-40
2347,25-34,Female,Scotland,40-60
2348,45-54,Female,North England,20-40
2349,35-44,Male,Wales,20-40
2350,55-64,Female,North England,60-80
2351,45-54,Female,Wales,20-40
2352,55-64,Female,Scotland,20-40
2353,45-54,Male,North England,20-40
2354,35-44,Female,Wales,60-80
2355,45-54,Male,South England,80+
2356,25-34,Male,Midlands,40-60
2357,35-44,Female,Scotland,40-60
2358,55-64,Male,Wales,60-80
2359,35-44,Female,London,40-60
2360,55-64,Male,North England,<20
2361,55-64,Male,Wales,<20
2362,55-64,Male,Wales,<20
2363,65+,Other,Wales,40-60
2364,35-44,Female,Midlands,60-80
2365,35-44,Female,London,20-40
2366,45-54,Male,London,20-40
2367,35-44,Male,South England,80+
2368,45-54,Female,Midlands,60-80
2369,55-64,Male,Wales,40-60
2370,45-54,Male,Scotland,20-40
2371,35-44,Female,Midlands,<20
2372,25-34,Male,Midlands,<20
2373,35-44,Female,London,<20
2374,25-34,Female,South England,20-40
2375,65+,Male,South England,40-60
2376,35-44,Male,Midlands,<20
2377,25-34,Male,Midlands,<20
2378,18-24,Female,North England,20-40
2379,45-54,Female,Wales,40-60
2380,45-54,Male,London,40-60
2381,35-44,Male,Wales,40-60
2382,18-24,Female,Scotland,20-40
2383,35-44,Female,Scotland,20-40
2384,35-44,Male,South England,<20
2385,45-54,Male,London,20-40
2386,45-54,Male,Wales,80+
2387,35-44,Female,South England,80+
2388,25-34,Female,Scotland,40-60
2389,65+,Male,Midlands,80+
2390,35-44,Female,London,40-60
2391,45-54,Male,London,<20
2392,25-34,Male,Wales,80+
2393,35-44,Male,North England,<20
2394,18-24,Female,Wales,40-60
2395,45-54,Female,Midlands,20-40
2396,65+,Female,Midlands,20-40
2397,35-44,Male,South England,40-60
2398,18-24,Male,London,20-40
2399,18-24,Male,South England,20-40
2400,35-44,Female,Midlands,20-40
2401,25-34,Male,North England,20-40
2402,18-24,Female,London,80+
2403,55-64,Male,Midlands,60-80
2404,35-44,Male,North England,40-60
2405,35-44,Male,Wales,20-40
2406,65+,Male,Scotland,60-80
2407,25-34,Male,Midlands,20-40
2408,65+,Male,Scotland,20-40
2409,35-44,Female,South England,20-40
2410,65+,Female,Scotland,80+
2411,45-54,Male,Midlands,<20
2412,55-64,Male,Scotland,<20
2413,65+,Male,London,40-60
2414,35-44,Male,Midlands,20-40
2415,65+,Male,North England,40-60
2416,35-44,Female,Scotland,40-60
2417,35-44,Male,London,20-40
2418,35-44,Male,South England,<20
2419,45-54,Male,South England,<20
2420,25-34,Male,Scotland,60-80
2421,45-54,Female,South England,80+
2422,45-54,Male,North England,20-40
2423,55-64,Male,Midlands,<20
2424,55-64,Female,London,<20
2425,35-44,Male,Wales,40-60
2426,35-44,Female,Scotland,60-80
2427,25-34,Female,South England,20-40
2428,25-34,Male,Midlands,40-60
2429,18-24,Female,Wales,60-80
2430,35-44,Male,North England,80+
2431,25-34,Female,South England,<20
2432,65+,Male,South England,20-40
2433,45-54,Male,London,<20
2434,35-44,Female,North England,60-80
2435,45-54,Female,North England,60-80
2436,25-34,Other,Scotland,40-60
2437,35-44,Female,Wales,<20
2438,45-54,Male,London,20-40
2439,35-44,Male,Scotland,20-40
2440,35-44,Male,London,40-60
2441,65+,Male,North England,20-40
2442,65+,Male,London,<20
2443,45-54,Female,London,60-80
2444,45-54,Male,London,20-40
2445,45-54,Male,Midlands,40-60
2446,25-34,Male,Midlands,<20
2447,35-44,Female,Wales,60-80
2448,18-24,Female,Wales,40-60
2449,35-44,Female,North England,80+
2450,45-54,Male,London,40-60
2451,25-34,Female,North England,80+
2452,65+,Male,Midlands,80+
2453,65+,Female,London,40-60
2454,55-64,Female,Scotland,80+
2455,45-54,Male,Midlands,20-40
2456,55-64,Female,Midlands,20-40
2457,25-34,Female,Midlands,<20
2458,55-64,Male,London,40-60
2459,25-34,Female,Wales,60-80
2460,55-64,Male,South England,60-80
2461,25-34,Male,Scotland,<20
2462,65+,Male,Scotland,20-40
2463,65+,Male,North England,20-40
2464,25-34,Female,London,40-60
2465,35-44,Male,Wales,20-40
2466,65+,Female,Midlands,80+
2467,35-44,Male,South England,20-40
2468,55-64,Female,London,20-40
2469,45-54,Female,London,60-80
2470,35-44,Female,Wales,40-60
2471,35-44,Male,South England,<20
2472,25-34,Male,Midlands,40-60
2473,55-64,Male,London,<20
2474,35-44,Female,Scotland,80+
2475,45-54,Female,Scotland,40-60
2476,35-44,Male,South England,20-40
2477,45-54,Male,Midlands,40-60
2478,55-64,Female,South England,<20
2479,65+,Male,London,60-80
2480,35-44,Female,Scotland,80+
2481,55-64,Female,North England,60-80
2482,55-64,Female,South England,20-40
